reference,doi_link,catalyst_name,catalyst_composition_available,starting_material_active_1,active_comp_1,active_1_percent,starting_material_2,active_comp_2,active_2_percent,support_comp_1,support_1_percent,support_comp_2,support_2_percent,catalyst_surface_area_m2_g,mean_pore_diameter_nm,temperature_k,pressure_bar,pH2_pCO2_ratio,GHSV_nlph_gcat,catalyst_load_g,CO2_conversion,selectivity_CH3OH,yield_CH3OH,STY_g_per_gcath
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,No,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,533,30,3,33.00,0.1,2.2,94,2.07,0.2273
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,503,30,3,33.00,0.1,1.4,97,1.36,0.1492
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,503,30,3,33.00,0.1,0.4,99,0.40,0.0435
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,503,30,3,33.00,0.1,0.4,98,0.39,0.0431
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,503,30,3,33.00,0.1,0.4,96,0.38,0.0422
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-II,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,473,30,3,33.00,0.1,0.2,100,0.20,0.0220
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-I,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,473,30,3,33.00,0.1,0,100,0.00,0.0000
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,In2O3,Yes,In2O3,In2O3,100,NA,NA,NA,C,NA,NA,NA,NA,NA,473,30,3,33.00,0.1,0,100,0.00,0.0000
"Y. Shi, W. Su, X. Wei et al. 2023",https://doi.org/10.1016/j.jcis.2023.01.008,ZnO-In2O3-III,No,In2O3,In2O3,NA,ZnO,ZnO,NA,C,NA,NA,NA,NA,NA,473,30,3,33.00,0.1,0,96,0.00,0.0000
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.67Cr0.33O3,Yes,In2O3,In2O3,83.5,Cr2O3,Cr2O3,16.5,NA,NA,NA,NA,93.2,8.60,513,20,3,3.60,0.3,3.2,NA,3.0,0.0358
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.67Cr0.33O3,Yes,In2O3,In2O3,83.5,Cr2O3,Cr2O3,16.5,NA,NA,NA,NA,93.2,8.60,533,20,3,3.60,0.3,4,NA,3.1,0.0367
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.67Cr0.33O3,Yes,In2O3,In2O3,83.5,Cr2O3,Cr2O3,16.5,NA,NA,NA,NA,93.2,8.60,553,20,3,3.60,0.3,6.2,NA,3.3,0.0396
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.67Cr0.33O3,Yes,In2O3,In2O3,83.5,Cr2O3,Cr2O3,16.5,NA,NA,NA,NA,93.2,8.60,573,20,3,3.60,0.3,8.8,NA,3.9,0.0469
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.25Cr0.75O3,Yes,In2O3,In2O3,62.5,Cr2O3,Cr2O3,37.5,NA,NA,NA,NA,106.9,7.50,513,20,3,3.60,0.3,3.9,NA,3.2,0.0383
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.25Cr0.75O3,Yes,In2O3,In2O3,62.5,Cr2O3,Cr2O3,37.5,NA,NA,NA,NA,106.9,7.50,533,20,3,3.60,0.3,5.4,NA,4.2,0.0498
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.25Cr0.75O3,Yes,In2O3,In2O3,62.5,Cr2O3,Cr2O3,37.5,NA,NA,NA,NA,106.9,7.50,553,20,3,3.60,0.3,7.7,NA,4.4,0.0527
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In1.25Cr0.75O3,Yes,In2O3,In2O3,62.5,Cr2O3,Cr2O3,37.5,NA,NA,NA,NA,106.9,7.50,573,20,3,3.60,0.3,12.3,NA,5.4,0.0651
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In2O3,Yes,In2O3,In2O3,100,Cr2O3,NA,NA,NA,NA,NA,NA,42.4,18.90,513,20,3,3.60,0.3,0.1,NA,0.3,0.0035
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In2O3,Yes,In2O3,In2O3,100,Cr2O3,NA,NA,NA,NA,NA,NA,42.4,18.90,553,20,3,3.60,0.3,3.1,NA,1.5,0.0182
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In2O3,Yes,In2O3,In2O3,100,Cr2O3,NA,NA,NA,NA,NA,NA,42.4,18.90,573,20,3,3.60,0.3,6.7,NA,1.1,0.0137
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In2O3,Yes,In2O3,In2O3,100,Cr2O3,NA,NA,NA,NA,NA,NA,42.4,18.90,533,20,3,3.60,0.3,2.7,NA,1.9,0.0227
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In0.72Cr1.28O3,Yes,In2O3,In2O3,36,Cr2O3,Cr2O3,64,NA,NA,NA,NA,27.5,20.40,513,20,3,3.60,0.3,2.2,NA,0.8,0.0093
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In0.72Cr1.28O3,Yes,In2O3,In2O3,36,Cr2O3,Cr2O3,64,NA,NA,NA,NA,27.5,20.40,533,20,3,3.60,0.3,3.4,NA,2.5,0.0303
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In0.72Cr1.28O3,Yes,In2O3,In2O3,36,Cr2O3,Cr2O3,64,NA,NA,NA,NA,27.5,20.40,553,20,3,3.60,0.3,5.3,NA,3.2,0.0386
Y. Yang 2024,doi.org/10.1002/cphc.202300530,In0.72Cr1.28O3,Yes,In2O3,In2O3,36,Cr2O3,Cr2O3,64,NA,NA,NA,NA,27.5,20.40,573,20,3,3.60,0.3,7.9,NA,3.4,0.0412
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.25Cr1,75O3",Yes,In2O4,In2O3,12.5,Cr2O3,Cr2O3,87.5,NA,NA,NA,NA,6.7,17.90,513,20,3,3.60,0.3,1.5,NA,1.5,0.0185
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.25Cr1,75O3",Yes,In2O5,In2O3,12.5,Cr2O3,Cr2O3,87.5,NA,NA,NA,NA,6.7,17.90,533,20,3,3.60,0.3,1.8,NA,2.2,0.0262
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.25Cr1,75O3",Yes,In2O6,In2O3,12.5,Cr2O3,Cr2O3,87.5,NA,NA,NA,NA,6.7,17.90,553,20,3,3.60,0.3,2.3,NA,2.7,0.0326
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.25Cr1,75O3",Yes,In2O7,In2O3,12.5,Cr2O3,Cr2O3,87.5,NA,NA,NA,NA,6.7,17.90,573,20,3,3.60,0.3,3.5,NA,2.7,0.0323
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.12Cr1,88O3",Yes,In2O8,In2O3,6,Cr2O3,Cr2O3,94,NA,NA,NA,NA,3.3,36.40,513,20,3,3.60,0.3,1.8,NA,1.4,0.0163
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.12Cr1,88O3",Yes,In2O9,In2O3,6,Cr2O3,Cr2O3,94,NA,NA,NA,NA,3.3,36.40,533,20,3,3.60,0.3,3.3,NA,1.7,0.0198
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.12Cr1,88O3",Yes,In2O10,In2O3,6,Cr2O3,Cr2O3,94,NA,NA,NA,NA,3.3,36.40,553,20,3,3.60,0.3,4.7,NA,2.1,0.0246
Y. Yang 2024,doi.org/10.1002/cphc.202300530,"In0.12Cr1,88O3",Yes,In2O11,In2O3,6,Cr2O3,Cr2O3,94,NA,NA,NA,NA,3.3,36.40,573,20,3,3.60,0.3,7.3,NA,3.2,0.0390
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Zr-Cu/ZnO,Yes,CuO,Cu,44.8,ZnO,ZnO,42.5,ZrO2,12.7,NA,NA,62.2,10.40,483,50,3,NA,NA,17.31,55.29,9.570699,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Zr-Cu/ZnO,Yes,CuO,Cu,44.8,ZnO,ZnO,42.5,ZrO2,12.7,NA,NA,62.2,10.40,503,50,3,NA,NA,23.46,58.88,13.813248,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Zr-Cu/ZnO,Yes,CuO,Cu,44.8,ZnO,ZnO,42.5,ZrO2,12.7,NA,NA,62.2,10.40,543,50,3,NA,NA,27.91,51.12,14.267592,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Zr-Cu/ZnO,Yes,CuO,Cu,44.8,ZnO,ZnO,42.5,ZrO2,12.7,NA,NA,62.2,10.40,523,50,3,NA,NA,26.41,60.45,15.964845,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Cu/ZnO,Yes,CuO,Cu,62.4,ZnO,ZnO,37.6,NA,NA,NA,NA,48.6,11.40,483,50,3,NA,NA,9.67,55.18,5.335906,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Cu/ZnO,Yes,CuO,Cu,62.4,ZnO,ZnO,37.6,NA,NA,NA,NA,48.6,11.40,503,50,3,NA,NA,13.61,49.08,6.679788,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Cu/ZnO,Yes,CuO,Cu,62.4,ZnO,ZnO,37.6,NA,NA,NA,NA,48.6,11.40,523,50,3,NA,NA,16.03,47.53,7.619059,NA
Yang et.al. (2006),https://doi.org/10.1016/j.cattod.2006.02.077,Cu/ZnO,Yes,CuO,Cu,62.4,ZnO,ZnO,37.6,NA,NA,NA,NA,48.6,11.40,543,50,3,NA,NA,20.47,40.12,8.212564,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu/Al2O3 ,Yes,CuO,Cu,18,NA,NA,NA,Al2O3,82,NA,NA,NA,NA,533,30,3,NA,NA,15.6,10.7,1.67,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu/Al2O3 ,Yes,CuO,Cu,18,NA,NA,NA,Al2O3,82,NA,NA,NA,NA,513,30,3,NA,NA,13.1,13.6,1.78,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu/Al2O3 ,Yes,CuO,Cu,18,NA,NA,NA,Al2O3,82,NA,NA,NA,NA,513,30,3,NA,NA,10.7,16.9,1.81,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu5Zr/-Al2O3 ,Yes,CuO,Cu,18.1,NA,NA,NA,Al2O3,78.5,ZrO2,3.4,NA,NA,513,30,3,NA,NA,11.3,16.7,1.89,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu5Zr/Al2O3 ,Yes,CuO,Cu,18.1,NA,NA,NA,Al2O3,78.5,ZrO2,3.4,NA,NA,533,30,3,NA,NA,15.9,12.1,1.92,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu15Zr/Al2O3 ,Yes,CuO,Cu,18.3,NA,NA,NA,Al2O3,71.3,ZrO2,10.4,NA,NA,533,30,3,NA,NA,16.1,13,2.09,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu5Zr/Al2O3 ,Yes,CuO,Cu,18.1,NA,NA,NA,Al2O3,78.5,ZrO2,3.4,NA,NA,513,30,3,NA,NA,13.9,15.1,2.10,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu15Zr/Al2O3 ,Yes,CuO,Cu,18.3,NA,NA,NA,Al2O3,71.3,ZrO2,10.4,NA,NA,513,30,3,NA,NA,14.1,16,2.26,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu15Zr/Al2O3 ,Yes,CuO,Cu,18.3,NA,NA,NA,Al2O3,71.3,ZrO2,10.4,NA,NA,513,30,3,NA,NA,12,18.9,2.27,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu10Zr/Al2O3,Yes,CuO,Cu,18.2,NA,NA,NA,Al2O3,74.9,ZrO2,6.9,NA,NA,513,30,3,NA,NA,11.3,20.3,2.29,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu10Zr/Al2O3 ,Yes,CuO,Cu,18.2,NA,NA,NA,Al2O3,74.9,ZrO2,6.9,NA,NA,533,30,3,NA,NA,16.5,14.6,2.41,NA
Zhang et al. (2006),https://doi.org/10.1016/j.enconman.2006.01.010,12Cu10Zr/Al2O3 ,Yes,CuO,Cu,18.2,NA,NA,NA,Al2O3,74.9,ZrO2,6.9,NA,NA,513,30,3,NA,NA,14.3,17.1,2.45,NA
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-2,Yes,CuO,Cu,21,ZnO,ZnO,9,Al2O3,70,NA,NA,126,5.17,493,40,3,1.46,0.7,11.8,56.2,6.63,0.0322
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-2,Yes,CuO,Cu,21,ZnO,ZnO,9,Al2O3,70,NA,NA,126,5.17,513,40,3,1.46,0.7,15.6,51.3,8.00,0.0389
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-3,Yes,CuO,Cu,30,ZnO,ZnO,13,Al2O3,57,NA,NA,90,5.67,493,40,3,1.46,0.7,12.7,58.7,7.45,0.0362
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-3,Yes,CuO,Cu,30,ZnO,ZnO,13,Al2O3,57,NA,NA,90,5.67,513,40,3,1.46,0.7,17.4,54.2,9.43,0.0459
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-1,Yes,CuO,Cu,10,ZnO,ZnO,4,Al2O3,86,NA,NA,141,6.25,493,40,3,1.46,0.7,10.4,35.9,3.73,0.0182
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-1,Yes,CuO,Cu,10,ZnO,ZnO,4,Al2O3,86,NA,NA,141,6.25,513,40,3,1.46,0.7,14.1,33.6,4.74,0.0230
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-4,Yes,CuO,Cu,38,ZnO,ZnO,16,Al2O3,46,NA,NA,93,7.01,493,40,3,1.46,0.7,15,58.9,8.84,0.0430
Zhang et al. (2017),https://doi.org/10.1016/j.jcou.2016.11.015,CZA-4,Yes,CuO,Cu,38,ZnO,ZnO,16,Al2O3,46,NA,NA,93,7.01,513,40,3,1.46,0.7,18.3,56.5,10.34,0.0503
Zhuang et al. (2010),https://doi.org/10.1016/S1872-5813(10)60041-2,SR-Cu/ZrO2 ,Yes,CuO,Cu,43,NA,NA,NA,ZrO2,57,NA,NA,166,4.02,523,20,3,NA,NA,13.8,62.05,8.56,NA
Zhuang et al. (2010),https://doi.org/10.1016/S1872-5813(10)60041-2,IP-Cu/ZrO2 ,Yes,CuO,Cu,43,NA,NA,NA,ZrO2,57,NA,NA,93,4.20,523,20,3,NA,NA,13.6,83.48,11.35,NA
Zhuang et al. (2010),https://doi.org/10.1016/S1872-5813(10)60041-2,FP-Cu/ZrO2 ,Yes,CuO,Cu,43,NA,NA,NA,ZrO2,57,NA,NA,179,5.02,523,20,3,NA,NA,3.2,59.57,1.91,NA
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
